x,psi_pinn_n1,psi_exact_n1,psi_pinn_n2,psi_exact_n2,psi_pinn_n3,psi_exact_n3,psi_pinn_n4,psi_exact_n4,psi_pinn_n5,psi_exact_n5
0.256080114449,1.018889652724e+00,1.018917658176e+00,1.413194670979e+00,1.413181715082e+00,9.409938629689e-01,9.410862183074e-01,-1.080124111813e-01,-1.079478472065e-01,-1.090785384061e+00,-1.090803835458e+00
0.257510729614,1.023287223724e+00,1.023315099035e+00,1.412652455279e+00,1.412639114110e+00,9.266769288889e-01,9.267677919475e-01,-1.333443730033e-01,-1.332790872359e-01,-1.110725919791e+00,-1.110753400974e+00
0.258941344778,1.027664691567e+00,1.027691869249e+00,1.411996749467e+00,1.411982374236e+00,9.121917509698e-01,9.122808840737e-01,-1.586327644584e-01,-1.585672532171e-01,-1.130108962123e+00,-1.130142067346e+00
0.260371959943,1.032021902413e+00,1.032047880407e+00,1.411227521519e+00,1.411211548525e+00,8.975407137317e-01,8.976281283298e-01,-1.838692116558e-01,-1.838041723475e-01,-1.148924874354e+00,-1.148960043843e+00
0.261802575107,1.036358666664e+00,1.036383044520e+00,1.410344702010e+00,1.410326699257e+00,8.827262831921e-01,8.828121885097e-01,-2.090454778312e-01,-2.089816883866e-01,-1.167164058784e+00,-1.167197827918e+00
0.263233190272,1.040674767154e+00,1.040697274019e+00,1.409348188386e+00,1.409327897926e+00,8.677510180757e-01,8.678357580735e-01,-2.341534686839e-01,-2.340916642925e-01,-1.184816976341e+00,-1.184846210004e+00
0.264663805436,1.044969968573e+00,1.044990481757e+00,1.408237855638e+00,1.408215225236e+00,8.526175712216e-01,8.527015596574e-01,-2.591852200344e-01,-2.591259848511e-01,-1.201874187508e+00,-1.201896278166e+00
0.266094420601,1.049244027928e+00,1.049262581014e+00,1.407013572966e+00,1.406988771086e+00,8.373286825784e-01,8.374123445792e-01,-2.841328714115e-01,-2.840765592993e-01,-1.218326409047e+00,-1.218339422601e+00
0.267525035765,1.053496705833e+00,1.053513485494e+00,1.405675224900e+00,1.405648634574e+00,8.218871661412e-01,8.219708923378e-01,-3.089886308537e-01,-3.089353239395e-01,-1.234164579617e+00,-1.234167339983e+00
0.268955650930,1.057727778278e+00,1.057743109330e+00,1.404222734483e+00,1.404194923979e+00,8.062958936771e-01,8.063800101082e-01,-3.337447369670e-01,-3.336942447461e-01,-1.249379927009e+00,-1.249372037662e+00
0.270386266094,1.061937048220e+00,1.061951367086e+00,1.402656085430e+00,1.402627756760e+00,7.905577780905e-01,7.906425322307e-01,-3.583934241032e-01,-3.583453199612e-01,-1.263964030323e+00,-1.263945837694e+00
0.271816881259,1.066124356046e+00,1.066138173754e+00,1.400975340013e+00,1.400947259540e+00,7.746757588732e-01,7.747613196962e-01,-3.829268955004e-01,-3.828805826818e-01,-1.277908871751e+00,-1.277881380720e+00
0.273247496423,1.070289587689e+00,1.070303444765e+00,1.399180649733e+00,1.399153568101e+00,7.586527913688e-01,7.587392596255e-01,-4.073373076104e-01,-4.072921034334e-01,-1.291206874537e+00,-1.291171629684e+00
0.274678111588,1.074432679094e+00,1.074447095980e+00,1.397272256589e+00,1.397246827371e+00,7.424918407193e-01,7.425792647451e-01,-4.316167669205e-01,-4.315719927337e-01,-1.303850925764e+00,-1.303809873386e+00
0.276108726753,1.078553615927e+00,1.078569043698e+00,1.395250483949e+00,1.395227191411e+00,7.261958804988e-01,7.262842728570e-01,-4.557573386877e-01,-4.557124036418e-01,-1.315834384658e+00,-1.315789729869e+00
0.277539341917,1.082652427831e+00,1.082669204658e+00,1.393115717467e+00,1.393094823404e+00,7.097678952974e-01,7.098572463052e-01,-4.797510654489e-01,-4.797055342943e-01,-1.327151078775e+00,-1.327105149643e+00
0.278969957082,1.086729177233e+00,1.086747496038e+00,1.390868377910e+00,1.390849895641e+00,6.932108859997e-01,6.933011714367e-01,-5.035899921378e-01,-5.035436304269e-01,-1.337795291548e+00,-1.337750418739e+00
0.280400572246,1.090783943487e+00,1.090803835458e+00,1.388508889115e+00,1.388492589510e+00,6.765278762348e-01,6.766190580590e-01,-5.272661942405e-01,-5.272189878806e-01,-1.347761745237e+00,-1.347720161599e+00
0.281831187411,1.094816803994e+00,1.094838140980e+00,1.386037645187e+00,1.386023095477e+00,6.597219184789e-01,6.598139388925e-01,-5.507718056016e-01,-5.507239550910e-01,-1.357045583121e+00,-1.357009343781e+00
